LOCODE,Country,Code,Country Name,Rules
MP,MP,,#REF!,#REF!
MPROP,MP,ROP,#REF!,#REF!
MPSPN,MP,SPN,#REF!,#REF!
MPTIQ,MP,TIQ,#REF!,#REF!
MQ,MQ,,#REF!,#REF!
MQBFT,MQ,BFT,#REF!,#REF!
MQDUC,MQ,DUC,#REF!,#REF!
MQFSD,MQ,FSD,#REF!,#REF!
MQFDF,MQ,FDF,#REF!,#REF!
MQGME,MQ,GME,#REF!,#REF!
MQLAT,MQ,LAT,#REF!,#REF!
MQLEC,MQ,LEC,#REF!,#REF!
MQDMT,MQ,DMT,#REF!,#REF!
MQLFR,MQ,LFR,#REF!,#REF!
MQLMT,MQ,LMT,#REF!,#REF!
MQLLO,MQ,LLO,#REF!,#REF!
MQQMR,MQ,QMR,#REF!,#REF!
MQMRG,MQ,MRG,#REF!,#REF!
MQLER,MQ,LER,#REF!,#REF!
MQLTI,MQ,LTI,#REF!,#REF!
MQMBA,MQ,MBA,#REF!,#REF!
MQQPC,MQ,QPC,#REF!,#REF!
MQRPT,MQ,RPT,#REF!,#REF!
MQSTA,MQ,STA,#REF!,#REF!
MQSTM,MQ,STM,#REF!,#REF!
MQSJO,MQ,SJO,#REF!,#REF!
MQSPI,MQ,SPI,#REF!,#REF!
MQSHL,MQ,SHL,#REF!,#REF!
MR,MR,,#REF!,#REF!
MRAEO,MR,AEO,#REF!,#REF!
MRAJJ,MR,AJJ,#REF!,#REF!
MRLEG,MR,LEG,#REF!,#REF!
MRATR,MR,ATR,#REF!,#REF!
MRBSK,MR,BSK,#REF!,#REF!
MRBGH,MR,BGH,#REF!,#REF!
MROTL,MR,OTL,#REF!,#REF!
MRCGT,MR,CGT,#REF!,#REF!
MRZLG,MR,ZLG,#REF!,#REF!
MRFGD,MR,FGD,#REF!,#REF!
MRKED,MR,KED,#REF!,#REF!
MRKFA,MR,KFA,#REF!,#REF!
MRKBI,MR,KBI,#REF!,#REF!
MRMBR,MR,MBR,#REF!,#REF!
MRMOM,MR,MOM,#REF!,#REF!
MREMN,MR,EMN,#REF!,#REF!
MRNDB,MR,NDB,#REF!,#REF!
MRNKC,MR,NKC,#REF!,#REF!
MRPCE,MR,PCE,#REF!,#REF!
MRROS,MR,ROS,#REF!,#REF!
MRSEY,MR,SEY,#REF!,#REF!
MRTHT,MR,THT,#REF!,#REF!
MRTHI,MR,THI,#REF!,#REF!
MRTIY,MR,TIY,#REF!,#REF!
MRTMD,MR,TMD,#REF!,#REF!
MRTIN,MR,TIN,#REF!,#REF!
MROUZ,MR,OUZ,#REF!,#REF!
MS,MS,,#REF!,#REF!
MSBRD,MS,BRD,#REF!,#REF!
MSLTB,MS,LTB,#REF!,#REF!
MSMNI,MS,MNI,#REF!,#REF!
MSPLY,MS,PLY,#REF!,#REF!
MT,MT,,#REF!,#REF!
MTATT,MT,ATT,#REF!,#REF!
MTBIC,MT,BIC,#REF!,#REF!
MTBAH,MT,BAH,#REF!,#REF!
MTBAL,MT,BAL,#REF!,#REF!
MTBRG,MT,BRG,#REF!,#REF!
MTBIR,MT,BIR,#REF!,#REF!
MTBZE,MT,BZE,#REF!,#REF!
MTBLA,MT,BLA,#REF!,#REF!
MTCOS,MT,COS,#REF!,#REF!
MTBUG,MT,BUG,#REF!,#REF!
MTBRU,MT,BRU,#REF!,#REF!
MTCKW,MT,CKW,#REF!,#REF!
MTJCO,MT,JCO,#REF!,#REF!
MTDMP,MT,DMP,#REF!,#REF!
MTDGL,MT,DGL,#REF!,#REF!
MTFGU,MT,FGU,#REF!,#REF!
MTFLY,MT,FLY,#REF!,#REF!
MTFLO,MT,FLO,#REF!,#REF!
MTFNT,MT,FNT,#REF!,#REF!
MTGSM,MT,GSM,#REF!,#REF!
MTGRB,MT,GRB,#REF!,#REF!
MTGHA,MT,GHA,#REF!,#REF!
MTGSR,MT,GSR,#REF!,#REF!
MTGXQ,MT,GXQ,#REF!,#REF!
MTGUD,MT,GUD,#REF!,#REF!
MTGWA,MT,GWA,#REF!,#REF!
MTGZI,MT,GZI,#REF!,#REF!
MTHHF,MT,HHF,#REF!,#REF!
MTHRN,MT,HRN,#REF!,#REF!
MTKAP,MT,KAP,#REF!,#REF!
MTMDL,MT,MDL,#REF!,#REF!
MTISR,MT,ISR,#REF!,#REF!
MTKLN,MT,KLN,#REF!,#REF!
MTKAL,MT,KAL,#REF!,#REF!
MTKER,MT,KER,#REF!,#REF!
MTKIR,MT,KIR,#REF!,#REF!
MTLIJ,MT,LIJ,#REF!,#REF!
MTIKL,MT,IKL,#REF!,#REF!
MTLUQ,MT,LUQ,#REF!,#REF!
MTDIS,MT,DIS,#REF!,#REF!
MTMSA,MT,MSA,#REF!,#REF!
MTMSF,MT,MSF,#REF!,#REF!
MTMSX,MT,MSX,#REF!,#REF!
MTMSS,MT,MSS,#REF!,#REF!
MTMAR,MT,MAR,#REF!,#REF!
MTMDI,MT,MDI,#REF!,#REF!
MTMEL,MT,MEL,#REF!,#REF!
MTMGR,MT,MGR,#REF!,#REF!
MTMGZ,MT,MGZ,#REF!,#REF!
MTMOA,MT,MOA,#REF!,#REF!
MTMQA,MT,MQA,#REF!,#REF!
MTMRI,MT,MRI,#REF!,#REF!
MTMSD,MT,MSD,#REF!,#REF!
MTMTA,MT,MTA,#REF!,#REF!
MTMUN,MT,MUN,#REF!,#REF!
MTNAD,MT,NAD,#REF!,#REF!
MTNXR,MT,NXR,#REF!,#REF!
MTPAO,MT,PAO,#REF!,#REF!
MTPEM,MT,PEM,#REF!,#REF!
MTPTA,MT,PTA,#REF!,#REF!
MTQAL,MT,QAL,#REF!,#REF!
MTRMI,MT,RMI,#REF!,#REF!
MTQRD,MT,QRD,#REF!,#REF!
MTRAB,MT,RAB,#REF!,#REF!
MTSAF,MT,SAF,#REF!,#REF!
MTSTJ,MT,STJ,#REF!,#REF!
MTSLW,MT,SLW,#REF!,#REF!
MTSLU,MT,SLU,#REF!,#REF!
MTSPB,MT,SPB,#REF!,#REF!
MTSJN,MT,SJN,#REF!,#REF!
MTSGW,MT,SGW,#REF!,#REF!
MTSAN,MT,SAN,#REF!,#REF!
MTSTV,MT,STV,#REF!,#REF!
MTSEN,MT,SEN,#REF!,#REF!
MTSGG,MT,SGG,#REF!,#REF!
MTSLM,MT,SLM,#REF!,#REF!
MTSWI,MT,SWI,#REF!,#REF!
MTTLG,MT,TLG,#REF!,#REF!
MTTAQ,MT,TAQ,#REF!,#REF!
MTTAX,MT,TAX,#REF!,#REF!
MTTAL,MT,TAL,#REF!,#REF!
MTTVU,MT,TVU,#REF!,#REF!
MTTAR,MT,TAR,#REF!,#REF!
MTMLA,MT,MLA,#REF!,#REF!
MTVTR,MT,VTR,#REF!,#REF!
MTXGA,MT,XGA,#REF!,#REF!
MTXWK,MT,XWK,#REF!,#REF!
MTXAG,MT,XAG,#REF!,#REF!
MTZBR,MT,ZBR,#REF!,#REF!
MTZEG,MT,ZEG,#REF!,#REF!
MTZTN,MT,ZTN,#REF!,#REF!
MTZUR,MT,ZUR,#REF!,#REF!
MU,MU,,#REF!,#REF!
MUABN,MU,ABN,#REF!,#REF!
MUANL,MU,ANL,#REF!,#REF!
MUBTB,MU,BTB,#REF!,#REF!
MUBAM,MU,BAM,#REF!,#REF!
MUBEB,MU,BEB,#REF!,#REF!
MUBPL,MU,BPL,#REF!,#REF!
MUBVN,MU,BVN,#REF!,#REF!
MUBEL,MU,BEL,#REF!,#REF!
MUBOR,MU,BOR,#REF!,#REF!
MUBLM,MU,BLM,#REF!,#REF!
MUBRE,MU,BRE,#REF!,#REF!
MUCPX,MU,CPX,#REF!,#REF!
MUCSS,MU,CSS,#REF!,#REF!
MUCDF,MU,CDF,#REF!,#REF!
MUCHL,MU,CHL,#REF!,#REF!
MUCGR,MU,CGR,#REF!,#REF!
MUCDE,MU,CDE,#REF!,#REF!
MUCMD,MU,CMD,#REF!,#REF!
MUCUR,MU,CUR,#REF!,#REF!
MUEBN,MU,EBN,#REF!,#REF!
MUFLF,MU,FLF,#REF!,#REF!
MUFDS,MU,FDS,#REF!,#REF!
MUFSD,MU,FSD,#REF!,#REF!
MUGOO,MU,GOO,#REF!,#REF!
MUGBA,MU,GBA,#REF!,#REF!
MUGRN,MU,GRN,#REF!,#REF!
MUGRS,MU,GRS,#REF!,#REF!
MUGBS,MU,GBS,#REF!,#REF!
MULME,MU,LME,#REF!,#REF!
MUMAH,MU,MAH,#REF!,#REF!
MUMAP,MU,MAP,#REF!,#REF!
MUMOK,MU,MOK,#REF!,#REF!
MUMSA,MU,MSA,#REF!,#REF!
MUGPO,MU,GPO,#REF!,#REF!
MUPAI,MU,PAI,#REF!,#REF!
MUPMR,MU,PMR,#REF!,#REF!
MUPAM,MU,PAM,#REF!,#REF!
MUPYY,MU,PYY,#REF!,#REF!
MUPRI,MU,PRI,#REF!,#REF!
MUPNX,MU,PNX,#REF!,#REF!
MUPTN,MU,PTN,#REF!,#REF!
MUPMG,MU,PMG,#REF!,#REF!
MUPAC,MU,PAC,#REF!,#REF!
MUPSB,MU,PSB,#REF!,#REF!
MUPEY,MU,PEY,#REF!,#REF!
MUPLU,MU,PLU,#REF!,#REF!
MUPMA,MU,PMA,#REF!,#REF!
MUPDF,MU,PDF,#REF!,#REF!
MUQML,MU,QML,#REF!,#REF!
MUQBE,MU,QBE,#REF!,#REF!
MURCT,MU,RCT,#REF!,#REF!
MURDR,MU,RDR,#REF!,#REF!
MUBLR,MU,BLR,#REF!,#REF!
MUMRB,MU,MRB,#REF!,#REF!
MURNE,MU,RNE,#REF!,#REF!
MURRG,MU,RRG,#REF!,#REF!
MURSH,MU,RSH,#REF!,#REF!
MUSAU,MU,SAU,#REF!,#REF!
MUSTP,MU,STP,#REF!,#REF!
MUMRU,MU,MRU,#REF!,#REF!
MUSLC,MU,SLC,#REF!,#REF!
MUSRM,MU,SRM,#REF!,#REF!
MUTAM,MU,TAM,#REF!,#REF!
MUTRE,MU,TRE,#REF!,#REF!
MUTLT,MU,TLT,#REF!,#REF!
MUTAB,MU,TAB,#REF!,#REF!
MUTDD,MU,TDD,#REF!,#REF!
MUTYK,MU,TYK,#REF!,#REF!
MUVAC,MU,VAC,#REF!,#REF!
MUVER,MU,VER,#REF!,#REF!
MV,MV,,#REF!,#REF!
MVADU,MV,ADU,#REF!,#REF!
MVBAL,MV,BAL,#REF!,#REF!
MVCPP,MV,CPP,#REF!,#REF!
MVGAN,MV,GAN,#REF!,#REF!
MVHID,MV,HID,#REF!,#REF!
MVHAQ,MV,HAQ,#REF!,#REF!
MVHDO,MV,HDO,#REF!,#REF!
MVHOO,MV,HOO,#REF!,#REF!
MVHTP,MV,HTP,#REF!,#REF!
MVHHE,MV,HHE,#REF!,#REF!
MVKDM,MV,KDM,#REF!,#REF!
MVKDO,MV,KDO,#REF!,#REF!
MVKEL,MV,KEL,#REF!,#REF!
MVKFP,MV,KFP,#REF!,#REF!
MVKUL,MV,KUL,#REF!,#REF!
MVKDP,MV,KDP,#REF!,#REF!
MVMMP,MV,MMP,#REF!,#REF!
MVMGP,MV,MGP,#REF!,#REF!
MVMLE,MV,MLE,#REF!,#REF!
MVMCP,MV,MCP,#REF!,#REF!
MVRGI,MV,RGI,#REF!,#REF!
MVVGI,MV,VGI,#REF!,#REF!
MVVHP,MV,VHP,#REF!,#REF!
MW,MW,,#REF!,#REF!
MWBLZ,MW,BLZ,#REF!,#REF!
MWCEH,MW,CEH,#REF!,#REF!
MWCLM,MW,CLM,#REF!,#REF!
MWCPK,MW,CPK,#REF!,#REF!
MWCTP,MW,CTP,#REF!,#REF!
MWCMK,MW,CMK,#REF!,#REF!
MWDWA,MW,DWA,#REF!,#REF!
MWKGJ,MW,KGJ,#REF!,#REF!
MWKBQ,MW,KBQ,#REF!,#REF!
MWLIX,MW,LIX,#REF!,#REF!
MWLLW,MW,LLW,#REF!,#REF!
MWLBE,MW,LBE,#REF!,#REF!
MWLUZ,MW,LUZ,#REF!,#REF!
MWMAI,MW,MAI,#REF!,#REF!
MWMYZ,MW,MYZ,#REF!,#REF!
MWMU7,MW,MU7,#REF!,#REF!
MWMZI,MW,MZI,#REF!,#REF!
MWZZU,MW,ZZU,#REF!,#REF!
MWNTH,MW,NTH,#REF!,#REF!
MWLMB,MW,LMB,#REF!,#REF!
MWTHY,MW,THY,#REF!,#REF!
MWZOB,MW,ZOB,#REF!,#REF!
MX,MX,,#REF!,#REF!
MXASO,MX,ASO,#REF!,#REF!
MXAJS,MX,AJS,#REF!,#REF!
MXACE,MX,ACE,#REF!,#REF!
MXJJT,MX,JJT,#REF!,#REF!
MXACB,MX,ACB,#REF!,#REF!
MXANH,MX,ANH,#REF!,#REF!
MXACP,MX,ACP,#REF!,#REF!
MXACA,MX,ACA,#REF!,#REF!
MXACT,MX,ACT,#REF!,#REF!
MXAAN,MX,AAN,#REF!,#REF!
MXEPZ,MX,EPZ,#REF!,#REF!
MXADO,MX,ADO,#REF!,#REF!
MXJCZ,MX,JCZ,#REF!,#REF!
MXADH,MX,ADH,#REF!,#REF!
MXACX,MX,ACX,#REF!,#REF!
MXACM,MX,ACM,#REF!,#REF!
MXJCP,MX,JCP,#REF!,#REF!
MXACL,MX,ACL,#REF!,#REF!
MXAZ2,MX,AZ2,#REF!,#REF!
MXADE,MX,ADE,#REF!,#REF!
MXACU,MX,ACU,#REF!,#REF!
MXAGD,MX,AGD,#REF!,#REF!
MXAPR,MX,APR,#REF!,#REF!
MXAGU,MX,AGU,#REF!,#REF!
MXAHM,MX,AHM,#REF!,#REF!
MXAH5,MX,AH5,#REF!,#REF!
MXJHT,MX,JHT,#REF!,#REF!
MXAXT,MX,AXT,#REF!,#REF!
MXAHU,MX,AHU,#REF!,#REF!
MXQMX,MX,QMX,#REF!,#REF!
MXAKI,MX,AKI,#REF!,#REF!
MXALO,MX,ALO,#REF!,#REF!
MXALD,MX,ALD,#REF!,#REF!
MXALF,MX,ALF,#REF!,#REF!
MXALL,MX,ALL,#REF!,#REF!
MXADJ,MX,ADJ,#REF!,#REF!
MXATM,MX,ATM,#REF!,#REF!
MXAVD,MX,AVD,#REF!,#REF!
MXAOB,MX,AOB,#REF!,#REF!
MXAMZ,MX,AMZ,#REF!,#REF!
MXATN,MX,ATN,#REF!,#REF!
MXMDE,MX,MDE,#REF!,#REF!
MXADB,MX,ADB,#REF!,#REF!
MXAME,MX,AME,#REF!,#REF!
MXAMC,MX,AMC,#REF!,#REF!
MXANA,MX,ANA,#REF!,#REF!
MXAAC,MX,AAC,#REF!,#REF!
MXAOE,MX,AOE,#REF!,#REF!
MXATZ,MX,ATZ,#REF!,#REF!
MXAPN,MX,APN,#REF!,#REF!
MXAPO,MX,APO,#REF!,#REF!
MXAEA,MX,AEA,#REF!,#REF!
MXAPA,MX,APA,#REF!,#REF!
MXAZG,MX,AZG,#REF!,#REF!
MXAPX,MX,APX,#REF!,#REF!
MXAZP,MX,AZP,#REF!,#REF!
MXAPI,MX,API,#REF!,#REF!
MXAPD,MX,APD,#REF!,#REF!
MXAMB,MX,AMB,#REF!,#REF!
MXARA,MX,ARA,#REF!,#REF!
MXARC,MX,ARC,#REF!,#REF!
MXADR,MX,ADR,#REF!,#REF!
MXARZ,MX,ARZ,#REF!,#REF!
MXARR,MX,ARR,#REF!,#REF!
MXAHO,MX,AHO,#REF!,#REF!
MXACC,MX,ACC,#REF!,#REF!
MXATE,MX,ATE,#REF!,#REF!
MXATI,MX,ATI,#REF!,#REF!
MXATA,MX,ATA,#REF!,#REF!
MXAZA,MX,AZA,#REF!,#REF!
MXADZ,MX,ADZ,#REF!,#REF!
MXALC,MX,ALC,#REF!,#REF!
MXACO,MX,ACO,#REF!,#REF!
MXATH,MX,ATH,#REF!,#REF!
MXATL,MX,ATL,#REF!,#REF!
MXATT,MX,ATT,#REF!,#REF!
MXALT,MX,ALT,#REF!,#REF!
MXATO,MX,ATO,#REF!,#REF!
MXAQL,MX,AQL,#REF!,#REF!
MXAYC,MX,AYC,#REF!,#REF!
MXABB,MX,ABB,#REF!,#REF!
MXAZL,MX,AZL,#REF!,#REF!
MXAUT,MX,AUT,#REF!,#REF!
MXAVA,MX,AVA,#REF!,#REF!
MXAXA,MX,AXA,#REF!,#REF!
MXAYA,MX,AYA,#REF!,#REF!
MXAYO,MX,AYO,#REF!,#REF!
MXAYH,MX,AYH,#REF!,#REF!
MXAYU,MX,AYU,#REF!,#REF!
MXAYL,MX,AYL,#REF!,#REF!
MXAPZ,MX,APZ,#REF!,#REF!
MXBCA,MX,BCA,#REF!,#REF!
MXBAC,MX,BAC,#REF!,#REF!
MXBHL,MX,BHL,#REF!,#REF!
MXBDB,MX,BDB,#REF!,#REF!
MXBAA,MX,BAA,#REF!,#REF!
MXBAK,MX,BAK,#REF!,#REF!
MXBAL,MX,BAL,#REF!,#REF!
MXBAN,MX,BAN,#REF!,#REF!
MXBDN,MX,BDN,#REF!,#REF!
MXEA2,MX,EA2,#REF!,#REF!
MXBTA,MX,BTA,#REF!,#REF!
MXBDA,MX,BDA,#REF!,#REF!
MXBEJ,MX,BEJ,#REF!,#REF!
MXG6H,MX,G6H,#REF!,#REF!
MXBER,MX,BER,#REF!,#REF!
MXBDR,MX,BDR,#REF!,#REF!
MXBUE,MX,BUE,#REF!,#REF!
MXCSL,MX,CSL,#REF!,#REF!
MXCBV,MX,CBV,#REF!,#REF!
MXZCA,MX,ZCA,#REF!,#REF!
MXJCM,MX,JCM,#REF!,#REF!
MXCVR,MX,CVR,#REF!,#REF!
MXCLM,MX,CLM,#REF!,#REF!
MXCLK,MX,CLK,#REF!,#REF!
MXCAL,MX,CAL,#REF!,#REF!
MXAAO,MX,AAO,#REF!,#REF!
MXCPE,MX,CPE,#REF!,#REF!
MXCOB,MX,COB,#REF!,#REF!
MXCNA,MX,CNA,#REF!,#REF!
MXCAN,MX,CAN,#REF!,#REF!
MXCUN,MX,CUN,#REF!,#REF!
MXCNT,MX,CNT,#REF!,#REF!
MXCAO,MX,CAO,#REF!,#REF!
MXCDG,MX,CDG,#REF!,#REF!
MX9CP,MX,9CP,#REF!,#REF!
MXCDN,MX,CDN,#REF!,#REF!
MXCAS,MX,CAS,#REF!,#REF!
MXCTA,MX,CTA,#REF!,#REF!
MXCMC,MX,CMC,#REF!,#REF!
MXCAT,MX,CAT,#REF!,#REF!
MXALG,MX,ALG,#REF!,#REF!
MXCED,MX,CED,#REF!,#REF!
MXCRI,MX,CRI,#REF!,#REF!
MXCLY,MX,CLY,#REF!,#REF!
MXCET,MX,CET,#REF!,#REF!
MXCTR,MX,CTR,#REF!,#REF!
MXCOO,MX,COO,#REF!,#REF!
MXCHP,MX,CHP,#REF!,#REF!
MXCHH,MX,CHH,#REF!,#REF!
MXZMB,MX,ZMB,#REF!,#REF!
MXCHM,MX,CHM,#REF!,#REF!
MXCPM,MX,CPM,#REF!,#REF!
MXCDM,MX,CDM,#REF!,#REF!
MXCPL,MX,CPL,#REF!,#REF!
MXCPC,MX,CPC,#REF!,#REF!
MXCCS,MX,CCS,#REF!,#REF!
MXCHV,MX,CHV,#REF!,#REF!
MXCTM,MX,CTM,#REF!,#REF!
MXCCZ,MX,CCZ,#REF!,#REF!
MXCZA,MX,CZA,#REF!,#REF!
MXSVC,MX,SVC,#REF!,#REF!
MXZMC,MX,ZMC,#REF!,#REF!
MXCUU,MX,CUU,#REF!,#REF!
MXCCT,MX,CCT,#REF!,#REF!
MXCHI,MX,CHI,#REF!,#REF!
MXTAB,MX,TAB,#REF!,#REF!
MXCML,MX,CML,#REF!,#REF!
MXCMH,MX,CMH,#REF!,#REF!
MXCHN,MX,CHN,#REF!,#REF!
MXCFJ,MX,CFJ,#REF!,#REF!
MXBF2,MX,BF2,#REF!,#REF!
MXCHO,MX,CHO,#REF!,#REF!
MXCHA,MX,CHA,#REF!,#REF!
MXCDF,MX,CDF,#REF!,#REF!
MXCGF,MX,CGF,#REF!,#REF!
MXCNS,MX,CNS,#REF!,#REF!
MXCHU,MX,CHU,#REF!,#REF!
MXACN,MX,ACN,#REF!,#REF!
MXCIA,MX,CIA,#REF!,#REF!
MXCCG,MX,CCG,#REF!,#REF!
MXCUA,MX,CUA,#REF!,#REF!
MXCCU,MX,CCU,#REF!,#REF!
MXMEX,MX,MEX,#REF!,#REF!
MXCME,MX,CME,#REF!,#REF!
MXCDS,MX,CDS,#REF!,#REF!
MXGUZ,MX,GUZ,#REF!,#REF!
MXHID,MX,HID,#REF!,#REF!
MXZMF,MX,ZMF,#REF!,#REF!
MXCJS,MX,CJS,#REF!,#REF!
MXLED,MX,LED,#REF!,#REF!
MXCDD,MX,CDD,#REF!,#REF!
MXMMC,MX,MMC,#REF!,#REF!
MXCMA,MX,CMA,#REF!,#REF!
MXCEN,MX,CEN,#REF!,#REF!
MXCPX,MX,CPX,#REF!,#REF!
MXRBV,MX,RBV,#REF!,#REF!
MXCSG,MX,CSG,#REF!,#REF!
MXCDV,MX,CDV,#REF!,#REF!
MXCVM,MX,CVM,#REF!,#REF!
MXVAC,MX,VAC,#REF!,#REF!
MXCOC,MX,COC,#REF!,#REF!
MXBEZ,MX,BEZ,#REF!,#REF!
MXOAH,MX,OAH,#REF!,#REF!
MXDD5,MX,DD5,#REF!,#REF!
MXCHL,MX,CHL,#REF!,#REF!
MXCCN,MX,CCN,#REF!,#REF!
MXCTP,MX,CTP,#REF!,#REF!
MXCOQ,MX,COQ,#REF!,#REF!
MXT8P,MX,T8P,#REF!,#REF!
MXCPA,MX,CPA,#REF!,#REF!
MXCOA,MX,COA,#REF!,#REF!
MXCPT,MX,CPT,#REF!,#REF!
MXCOL,MX,COL,#REF!,#REF!
MX5CL,MX,5CL,#REF!,#REF!
MXCLN,MX,CLN,#REF!,#REF!
MXCJT,MX,CJT,#REF!,#REF!
MXCON,MX,CON,#REF!,#REF!
MXCDO,MX,CDO,#REF!,#REF!
MXCTC,MX,CTC,#REF!,#REF!
MXCLA,MX,CLA,#REF!,#REF!
MXCOP,MX,COP,#REF!,#REF!
MXCDU,MX,CDU,#REF!,#REF!
MXCOE,MX,COE,#REF!,#REF!
MXCOR,MX,COR,#REF!,#REF!
MXCTZ,MX,CTZ,#REF!,#REF!
MXCOS,MX,COS,#REF!,#REF!
MXCTX,MX,CTX,#REF!,#REF!
MXCOT,MX,COT,#REF!,#REF!
MXCYA,MX,CYA,#REF!,#REF!
MXCZM,MX,CZM,#REF!,#REF!
MXCUJ,MX,CUJ,#REF!,#REF!
MXCJI,MX,CJI,#REF!,#REF!
MXCTG,MX,CTG,#REF!,#REF!
MXCHT,MX,CHT,#REF!,#REF!
MXCDH,MX,CDH,#REF!,#REF!
MXCUH,MX,CUH,#REF!,#REF!
MXCTN,MX,CTN,#REF!,#REF!
MXCUT,MX,CUT,#REF!,#REF!
MXCTL,MX,CTL,#REF!,#REF!
MXCUM,MX,CUM,#REF!,#REF!
MXCAU,MX,CAU,#REF!,#REF!
MXCUE,MX,CUE,#REF!,#REF!
MXCVC,MX,CVC,#REF!,#REF!
MXCDP,MX,CDP,#REF!,#REF!
MXCUI,MX,CUI,#REF!,#REF!
MXCUL,MX,CUL,#REF!,#REF!
MXCMP,MX,CMP,#REF!,#REF!
MXCDC,MX,CDC,#REF!,#REF!
MXCQO,MX,CQO,#REF!,#REF!
MXCIO,MX,CIO,#REF!,#REF!
MXDEG,MX,DEG,#REF!,#REF!
MXDCS,MX,DCS,#REF!,#REF!
MXDIN,MX,DIN,#REF!,#REF!
MXDFL,MX,DFL,#REF!,#REF!
MXDOC,MX,DOC,#REF!,#REF!
MXDHD,MX,DHD,#REF!,#REF!
MXDBT,MX,DBT,#REF!,#REF!
MXDGO,MX,DGO,#REF!,#REF!
MXDZI,MX,DZI,#REF!,#REF!
MXDZT,MX,DZT,#REF!,#REF!
MXEPC,MX,EPC,#REF!,#REF!
MXETP,MX,ETP,#REF!,#REF!
MXETM,MX,ETM,#REF!,#REF!
MXECU,MX,ECU,#REF!,#REF!
MXEAJ,MX,EAJ,#REF!,#REF!
MXECA,MX,ECA,#REF!,#REF!
MXECT,MX,ECT,#REF!,#REF!
MXELC,MX,ELC,#REF!,#REF!
MXELF,MX,ELF,#REF!,#REF!
MXEHV,MX,EHV,#REF!,#REF!
MXEMQ,MX,EMQ,#REF!,#REF!
MXELN,MX,ELN,#REF!,#REF!
MXELP,MX,ELP,#REF!,#REF!
MXEPO,MX,EPO,#REF!,#REF!
MXELR,MX,ELR,#REF!,#REF!
MXLRS,MX,LRS,#REF!,#REF!
MXERS,MX,ERS,#REF!,#REF!
MXELS,MX,ELS,#REF!,#REF!
MXESO,MX,ESO,#REF!,#REF!
MXESA,MX,ESA,#REF!,#REF!
MXESZ,MX,ESZ,#REF!,#REF!
MXEVI,MX,EVI,#REF!,#REF!
MXELD,MX,ELD,#REF!,#REF!
MXEMZ,MX,EMZ,#REF!,#REF!
MXE2Z,MX,E2Z,#REF!,#REF!
MXEPM,MX,EPM,#REF!,#REF!
MXESE,MX,ESE,#REF!,#REF!
MXECC,MX,ECC,#REF!,#REF!
MXECB,MX,ECB,#REF!,#REF!
MXESC,MX,ESC,#REF!,#REF!
MXEHG,MX,EHG,#REF!,#REF!
MXSCP,MX,SCP,#REF!,#REF!
MXEDM,MX,EDM,#REF!,#REF!
MXEZE,MX,EZE,#REF!,#REF!
MXFCP,MX,FCP,#REF!,#REF!
MXFLF,MX,FLF,#REF!,#REF!
MXFIM,MX,FIM,#REF!,#REF!
MXFRZ,MX,FRZ,#REF!,#REF!
MXFRE,MX,FRE,#REF!,#REF!
MXFGE,MX,FGE,#REF!,#REF!
MXFTR,MX,FTR,#REF!,#REF!
MXFRN,MX,FRN,#REF!,#REF!
MXFRC,MX,FRC,#REF!,#REF!
MXFTZ,MX,FTZ,#REF!,#REF!
MXGLN,MX,GLN,#REF!,#REF!
MXGNL,MX,GNL,#REF!,#REF!
MXGGA,MX,GGA,#REF!,#REF!
MXGEN,MX,GEN,#REF!,#REF!
MXGES,MX,GES,#REF!,#REF!
MXGET,MX,GET,#REF!,#REF!
MXGSC,MX,GSC,#REF!,#REF!
MXGMF,MX,GMF,#REF!,#REF!
MXGMP,MX,GMP,#REF!,#REF!
MXGNS,MX,GNS,#REF!,#REF!
MXGON,MX,GON,#REF!,#REF!
MXGRA,MX,GRA,#REF!,#REF!
MXGDL,MX,GDL,#REF!,#REF!
MXGLP,MX,GLP,#REF!,#REF!
MXGVI,MX,GVI,#REF!,#REF!
MXGUL,MX,GUL,#REF!,#REF!
MXGUV,MX,GUV,#REF!,#REF!
MXGUA,MX,GUA,#REF!,#REF!
MXGSV,MX,GSV,#REF!,#REF!
MXGYA,MX,GYA,#REF!,#REF!
MXGYM,MX,GYM,#REF!,#REF!
MXGZP,MX,GZP,#REF!,#REF!
MXGUB,MX,GUB,#REF!,#REF!
MXGMA,MX,GMA,#REF!,#REF!
MXHMO,MX,HMO,#REF!,#REF!
MXHEA,MX,HEA,#REF!,#REF!
MXHZR,MX,HZR,#REF!,#REF!
MXHDG,MX,HDG,#REF!,#REF!
MXHDL,MX,HDL,#REF!,#REF!
MXHGO,MX,HGO,#REF!,#REF!
MXHDP,MX,HDP,#REF!,#REF!
MXHOP,MX,HOP,#REF!,#REF!
MXHJP,MX,HJP,#REF!,#REF!
MXHAU,MX,HAU,#REF!,#REF!
MXHUA,MX,HUA,#REF!,#REF!
MXHTO,MX,HTO,#REF!,#REF!
MXHDC,MX,HDC,#REF!,#REF!
MXHUO,MX,HUO,#REF!,#REF!
MXHYC,MX,HYC,#REF!,#REF!
MXHZC,MX,HZC,#REF!,#REF!
MXHHL,MX,HHL,#REF!,#REF!
MXHHA,MX,HHA,#REF!,#REF!
MXHUH,MX,HUH,#REF!,#REF!
